city_id,city,country_code,country_name,continent,1980-1982,1983-1985,1986-1988,1989-1991,1992-1994,1995-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2014
Mandurah_AU,Mandurah,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents,No patents
Manly_AU,Manly,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Manningham_AU,Manningham,AU,Australia,Oceania,No patents,No patents,Medium,No patents,No patents,No patents,No patents,No patents,Very Low,High,High,No patents
Maribyrnong_AU,Maribyrnong,AU,Australia,Oceania,No patents,No patents,No patents,No patents,High,Medium,Medium,High,Medium,No patents,Very Low,No patents
Marion_AU,Marion,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Marrickville_AU,Marrickville,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,Very High,Very Low,Medium,No patents,No patents,No patents
Melbourne_AU,Melbourne,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,High,Very High,No patents
Monash_AU,Monash,AU,Australia,Oceania,Low,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents,No patents
Moonee Valley_AU,Moonee Valley,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very High,No patents,No patents,No patents
Moreland_AU,Moreland,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Mornington Peninsula_AU,Mornington Peninsula,AU,Australia,Oceania,Low,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents
Newcastle_AU,Newcastle,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Low,No patents
Nillumbik_AU,Nillumbik,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
North Sydney_AU,North Sydney,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Palmerston_AU,Palmerston,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents,No patents
Parramatta_AU,Parramatta,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very High,No patents
Perth_AU,Perth,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Very Low,Low,No patents
Pittwater_AU,Pittwater,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Port Phillip_AU,Port Phillip,AU,Australia,Oceania,Low,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents,No patents,Very Low,No patents
Port Stephens_AU,Port Stephens,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,No patents,No patents
Randwick_AU,Randwick,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,Very Low,High,No patents
Redland_AU,Redland,AU,Australia,Oceania,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents,No patents,High,No patents,No patents
Rockdale_AU,Rockdale,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents,No patents
Ryde_AU,Ryde,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,Low,No patents,No patents,No patents
Scenic Rim_AU,Scenic Rim,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,Very High,Very High,No patents,No patents,No patents,No patents
South Perth_AU,South Perth,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Southern Downs_AU,Southern Downs,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Stonnington_AU,Stonnington,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents
Strathfield_AU,Strathfield,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Sutherland_AU,Sutherland,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,Medium,No patents
Sydney_AU,Sydney,AU,Australia,Oceania,No patents,No patents,No patents,Very High,No patents,No patents,Medium,Very Low,Low,Medium,High,No patents
The Hills_AU,The Hills,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,Low,Medium,No patents
Unincorporated Australian Capital Territory_AU,Unincorporated Australian Capital Territory,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,Very High,Medium,No patents
Warringah_AU,Warringah,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,No patents
West Torrens_AU,West Torrens,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Whitehorse_AU,Whitehorse,AU,Australia,Oceania,No patents,No patents,Medium,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,No patents
Whittlesea_AU,Whittlesea,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,Low,No patents
Willoughby_AU,Willoughby,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Wollongong_AU,Wollongong,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very High,Very Low,Low,No patents
Woollahra_AU,Woollahra,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents,Medium,No patents
Wyong_AU,Wyong,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Yarra_AU,Yarra,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Yarra Ranges_AU,Yarra Ranges,AU,Australia,Oceania,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,High,No patents
Amstetten_AT,Amstetten,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,Very High,Very High,No patents,No patents,No patents,No patents,No patents
Arbing_AT,Arbing,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Aschach an der Steyr_AT,Aschach an der Steyr,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Asten_AT,Asten,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents,No patents
Attnang-Puchheim_AT,Attnang-Puchheim,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Bad Vöslau_AT,Bad Vöslau,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Baden_AT,Baden,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,No patents
Badersdorf_AT,Badersdorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Bisamberg_AT,Bisamberg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Braunau am Inn_AT,Braunau am Inn,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Bruck an der Mur_AT,Bruck an der Mur,AT,Austria,Europe,No patents,No patents,Very High,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents
Buchkirchen_AT,Buchkirchen,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Böheimkirchen_AT,Böheimkirchen,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,Very High,Very High,No patents,No patents,No patents,No patents,No patents
Dornbirn_AT,Dornbirn,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,High,No patents
Eberndorf_AT,Eberndorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents
Eibiswald_AT,Eibiswald,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Elsbethen_AT,Elsbethen,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Enns_AT,Enns,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents
Feldkirch_AT,Feldkirch,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very High,No patents,No patents,No patents
Gablitz_AT,Gablitz,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Gaimberg_AT,Gaimberg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents,No patents
Gleisdorf_AT,Gleisdorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Gloggnitz_AT,Gloggnitz,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Grafenbach-St. Valentin_AT,Grafenbach-St. Valentin,AT,Austria,Europe,No patents,No patents,Very High,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents
Gratwein-Straßengel_AT,Gratwein-Straßengel,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Low,No patents
Graz_AT,Graz,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,Medium,No patents
Gänserndorf_AT,Gänserndorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Hall in Tirol_AT,Hall in Tirol,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Hargelsberg_AT,Hargelsberg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Hohe Wand_AT,Hohe Wand,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Innsbruck_AT,Innsbruck,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,No patents,No patents
Jenbach_AT,Jenbach,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Judenburg_AT,Judenburg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Katsdorf_AT,Katsdorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Kirchdorf an der Krems_AT,Kirchdorf an der Krems,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents
Kirchschlag bei Linz_AT,Kirchschlag bei Linz,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very High,No patents
Kohfidisch_AT,Kohfidisch,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Korneuburg_AT,Korneuburg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Krems an der Donau_AT,Krems an der Donau,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Kronstorf_AT,Kronstorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very High,No patents
Kufstein_AT,Kufstein,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Low,Low,No patents
Kumberg_AT,Kumberg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Kundl_AT,Kundl,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Lambach_AT,Lambach,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Langenlois_AT,Langenlois,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents
Langenzersdorf_AT,Langenzersdorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Laxenburg_AT,Laxenburg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Laßnitzhöhe_AT,Laßnitzhöhe,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Leitzersdorf_AT,Leitzersdorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents
Leoben_AT,Leoben,AT,Austria,Europe,No patents,No patents,Very High,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents
Leonding_AT,Leonding,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very High,Very High,No patents
Lieboch_AT,Lieboch,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Linz_AT,Linz,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very High,Very High,High,No patents
Mödling_AT,Mödling,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,No patents,No patents
Neufeld an der Leitha_AT,Neufeld an der Leitha,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Neulengbach_AT,Neulengbach,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents,No patents
Oberndorf bei Salzburg_AT,Oberndorf bei Salzburg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents,No patents,No patents,No patents
Oed-Oehling_AT,Oed-Oehling,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Oftering_AT,Oftering,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Paternion_AT,Paternion,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Perchtoldsdorf_AT,Perchtoldsdorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,No patents
Perg_AT,Perg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Piesendorf_AT,Piesendorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Pill_AT,Pill,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Ratten_AT,Ratten,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Ravelsbach_AT,Ravelsbach,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents
Riedau_AT,Riedau,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very High,No patents
Rohrendorf bei Krems_AT,Rohrendorf bei Krems,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,Very High,Very High,No patents,No patents,No patents,No patents,No patents
Roitham_AT,Roitham,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Salzburg_AT,Salzburg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very Low,No patents,No patents
Sankt Florian_AT,Sankt Florian,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Sankt Lorenzen im Mürztal_AT,Sankt Lorenzen im Mürztal,AT,Austria,Europe,No patents,No patents,Very High,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents
Sankt Marienkirchen bei Schärding_AT,Sankt Marienkirchen bei Schärding,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Sankt Martin im Innkreis_AT,Sankt Martin im Innkreis,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Sankt Martin im Mühlkreis_AT,Sankt Martin im Mühlkreis,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Sankt Nikola an der Donau_AT,Sankt Nikola an der Donau,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents
Sankt Pölten_AT,Sankt Pölten,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,Very High,Very High,No patents,No patents,No patents,No patents,No patents
Sankt Stefan im Rosental_AT,Sankt Stefan im Rosental,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Sankt Valentin_AT,Sankt Valentin,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Sankt Veit an der Glan_AT,Sankt Veit an der Glan,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Schwarzenberg_AT,Schwarzenberg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Schwertberg_AT,Schwertberg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,High,No patents,No patents
Steyr_AT,Steyr,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Low,No patents
Steyregg_AT,Steyregg,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Straßwalchen_AT,Straßwalchen,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Thalheim bei Wels_AT,Thalheim bei Wels,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Thörl_AT,Thörl,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents,No patents
Tulln an der Donau_AT,Tulln an der Donau,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Villach_AT,Villach,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Medium,No patents
Vomp_AT,Vomp,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents,No patents
Vorchdorf_AT,Vorchdorf,AT,Austria,Europe,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
